Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy
Democrat,8,4989,8.51,693.59,-0.31,210.76,34,1
democratic,10,14820,9.6,765.06,0.02,254.46,32,1
democratization,15,257,5.55,951.72,0.79,315.17,25,0.86
democratize,11,40,3.69,947.76,0.58,384.28,29,0.88
Democrats,9,9343,9.14,747.44,-0.19,223.12,34,1
demographer,11,17,2.83,881.8,0.41,299.28,30,0.91
demographic,11,1232,7.12,735,-0.07,208.79,30,0.91
demography,10,126,4.84,812.24,0.11,276.53,33,0.94
demolish,8,406,6.01,694.65,-0.2,220.66,31,0.89
demolished,10,592,6.38,728.97,-0.24,220.4,31,0.94
demolition,10,2249,7.72,760.94,0.03,229.54,32,0.97
demon,5,8977,9.1,689.28,-0.45,242.44,32,0.97
demoniac,8,26,3.26,885.88,0.51,372.16,16,0.55
demonic,7,13300,9.5,760.5,-0.11,225.3,28,0.82
demons,6,3414,8.14,730.8,-0.18,273.29,35,1
demon's,7,200,5.3,665.58,-0.36,186.93,31,0.94
demonstrable,12,385,5.95,923.61,0.58,382.01,31,0.97
demonstrably,12,532,6.28,1123.47,0.92,507.04,19,0.56
demonstrate,11,9563,9.17,665.39,-0.27,184.95,33,0.97
demonstrated,12,10264,9.24,808.35,0.02,371.4,31,1
demonstrates,12,3737,8.23,837.59,0.11,426.8,32,0.97
demonstrating,13,2468,7.81,705.7,-0.15,257.82,33,1
demonstration,13,6287,8.75,838.55,0.09,362.11,33,0.97
demonstrations,14,3169,8.06,868.29,0.15,381.22,34,1
demonstrative,13,85,4.44,963.03,0.46,432.03,33,0.97
demonstratives,14,9,2.2,1026.41,0.69,426.46,27,0.87
demonstrator,12,190,5.25,848.5,0.27,293.38,32,0.94
demonstrators,13,745,6.61,879.03,0.31,327.78,33,1
demoralization,14,48,3.87,931.69,0.7,305.39,32,0.97
demoralize,10,64,4.16,782.23,0.03,207.28,31,0.97
demoralized,11,125,4.83,802.96,0.02,235.59,28,0.97
demoralizes,11,6,1.79,791.41,0.19,211.03,27,0.84
demoralizing,12,72,4.28,839.03,0.37,228.31,33,0.97
demote,6,54,3.99,704.97,-0.28,243.46,32,0.91
demoted,7,147,4.99,825.03,0.23,253.11,31,0.91
demotion,8,463,6.14,769,0.17,279.07,23,0.77
demure,6,142,4.96,865.96,0.17,294.89,23,0.7
demystify,9,47,3.85,1031.56,1.04,305.84,16,0.48
demythologize,13,4,1.39,877.75,0.93,151.32,4,0.15
demythologized,14,3,1.1,903.42,1.06,282.51,12,0.48
demythologizing,15,8,2.08,1167.55,1.21,493.22,11,0.42
den,3,18869,9.85,657.43,-0.45,185.58,30,0.91
denationalize,13,1,0,1471.63,1.59,523.18,19,0.63
denatured,9,113,4.73,977.78,0.37,417.94,18,0.56
denial,6,5104,8.54,620.47,-0.58,159.13,32,1
denials,7,520,6.25,704.81,-0.24,248.04,32,0.97
denied,6,10637,9.27,650.03,-0.46,242.86,34,1
denier,6,158,5.06,733.46,-0.29,212.82,13,0.41
denies,6,2469,7.81,651.1,-0.58,194.25,31,0.89
denigrate,9,446,6.1,853.19,0.55,243.48,16,0.55
denigration,11,106,4.66,924.47,0.77,292.14,15,0.48
denim,5,581,6.36,812.26,-0.01,296.98,31,0.91
denizen,7,580,6.36,787.75,0.22,295.96,12,0.36
Denmark,7,5845,8.67,699.88,-0.27,340.48,32,0.97
Dennis,6,16842,9.73,670.31,-0.33,261.75,32,0.97
Denny's,7,368,5.91,660.21,-0.46,295.85,33,0.97
denominate,10,3,1.1,1006.41,0.78,321.19,22,0.76
denominated,11,185,5.22,1089,0.83,498.55,26,0.87
denomination,12,816,6.7,904.23,0.45,336.48,30,0.94
denominational,14,165,5.11,1076.52,0.88,384.89,29,0.94
denominationally,16,0,0,1252.4,1.71,446.29,20,0.8
denominations,13,854,6.75,975.29,0.72,240.93,28,0.9
denomination's,14,6,1.79,1218.65,1.4,375.33,20,0.77
denominator,11,1127,7.03,878.83,0.2,396.1,30,0.88
denominators,12,62,4.13,927.52,0.61,310.65,31,0.91
denotation,10,37,3.61,895.73,0.3,252.23,30,0.97
denote,6,979,6.89,673.21,-0.32,184.68,34,1
denoted,7,733,6.6,693.74,-0.28,263.42,31,0.94
denotes,7,1181,7.07,694.14,-0.14,130.51,29,0.88
denoting,8,292,5.68,746.24,-0.12,252.21,29,0.83
denounce,8,889,6.79,735.48,-0.16,212.13,33,0.97
denounced,9,907,6.81,775.03,-0.1,257.6,32,1
denounces,9,154,5.04,900.62,0.12,454.76,29,0.91
denouncing,10,453,6.12,885.84,0.13,383.45,31,0.94
dens,4,115,4.74,614.88,-0.55,127.34,26,0.76
dense,5,3021,8.01,685.06,-0.39,291.82,34,0.97
densest,7,54,3.99,1001.82,0.48,278.13,11,0.32
densities,9,543,6.3,949.15,0.79,343.95,20,0.63
densitometry,12,30,3.4,690,0.01,NULL,1,0.04
density,7,7424,8.91,767.85,-0.2,337.39,33,0.97
dent,4,2465,7.81,744.32,-0.2,356.43,31,0.91
dental,6,5573,8.63,615.29,-0.59,236.54,35,1
dented,6,557,6.32,720.67,-0.3,362.59,27,0.9
denting,7,63,4.14,865.81,0.29,361.14,27,0.79
dentist,7,1485,7.3,595.76,-0.74,126.89,33,0.97
dentistry,9,460,6.13,835.29,0.17,330.16,31,0.91
dentists,8,677,6.52,670.18,-0.38,309.75,34,1
dentist's,9,137,4.92,679.63,-0.4,267.83,32,1
denture,7,36,3.58,893.48,0.22,394.82,29,0.88
dentures,8,192,5.26,743.43,-0.12,198.27,30,0.88
denunciate,10,0,0,1041.05,0.84,439.78,21,0.66
denunciation,12,204,5.32,904.04,0.63,313.89,24,0.8
denunciations,13,138,4.93,944.58,1.05,270.99,19,0.59
Denver,6,9443,9.15,658.94,-0.51,205.99,34,1
Denver's,8,123,4.81,682.66,-0.33,188.89,32,1
deny,4,13082,9.48,643.84,-0.44,204.14,32,0.91
denying,7,4085,8.32,757.88,-0.17,263.29,32,0.97
deodorant,9,177,5.18,718.91,-0.2,239.25,32,1
deodorize,9,5,1.61,852.34,0.23,285.04,29,0.88
depart,6,1492,7.31,651.06,-0.45,234.63,33,1
departed,8,1061,6.97,710.85,-0.37,328.99,34,1
departing,9,790,6.67,686.15,-0.37,222.88,34,0.97
department,10,71480,11.18,769.38,-0.19,310.32,32,0.94
departmental,12,1139,7.04,862.67,0.44,359.85,30,0.94
departments,11,5882,8.68,681.09,-0.22,169.48,33,1
department's,12,914,6.82,723.69,-0.12,297.25,32,1
departs,7,377,5.93,662.65,-0.28,164.85,34,0.97
departure,9,3732,8.22,695.28,-0.32,164.21,32,0.97
departures,10,320,5.77,687.19,-0.3,216.96,32,1
depend,6,10358,9.25,622.13,-0.56,175.41,32,1
dependable,10,1021,6.93,682.7,-0.44,223.87,33,0.94
dependant,9,1469,7.29,700.17,-0.27,223.22,29,0.88
depended,8,1132,7.03,676.52,-0.36,264.5,31,0.97
dependence,10,1603,7.38,678.73,-0.36,205.64,33,0.97
dependency,10,1707,7.44,783.41,-0.07,211.62,32,1
dependent,9,9014,9.11,671.25,-0.42,301.53,32,0.97
dependents,10,654,6.48,787.75,-0.08,394.91,32,1
depending,9,28391,10.25,745.44,-0.1,302.53,34,1
depends,7,29987,10.31,638.03,-0.56,297.62,34,0.97
depersonalization,17,223,5.41,1054.2,1.11,363,30,0.97
depersonalized,14,23,3.14,1096.41,1.03,455.48,29,0.97
depict,6,707,6.56,753.9,-0.25,325.32,31,0.97
depicted,8,1626,7.39,672.52,-0.23,128.49,31,0.91
depicting,9,761,6.63,736.81,-0.09,175.88,32,0.94
depiction,9,718,6.58,785,0.02,379.55,30,0.94
depilatory,10,18,2.89,1040.53,1.16,413.47,17,0.53
deplane,7,8,2.08,952.92,0.72,298.81,13,0.39
deplete,7,239,5.48,815.21,0.06,353.66,29,0.85
depletion,9,1501,7.31,800.18,0.07,252.2,28,0.85
deplorable,10,324,5.78,961.35,0.38,458.54,26,0.81
deplorably,10,11,2.4,975.22,0.65,346.11,23,0.68
deplore,7,369,5.91,785.8,0.09,179.17,25,0.76
deplored,8,85,4.44,811,0.24,312.2,26,0.79
deplores,8,60,4.09,740.19,0.12,225.45,21,0.68
deploy,6,1478,7.3,712.55,-0.22,193.52,29,0.88
deployed,8,1690,7.43,866.22,0.2,306.95,27,0.82
deploying,9,536,6.28,890.58,0.24,259.98,26,0.84
deployment,10,2729,7.91,849.86,0.23,343.1,22,0.67
depopulate,10,9,2.2,979.43,0.85,231.08,14,0.47
depopulation,12,25,3.22,984.33,1.02,240.08,18,0.55
deport,6,261,5.56,711.06,-0.3,255.43,34,1
deportation,11,656,6.49,976.77,0.76,385.3,31,0.91
deportee,8,13,2.56,916.72,0.68,288.15,18,0.55
deportees,9,88,4.48,982.19,0.87,291.68,16,0.48
deportment,10,30,3.4,1143.58,1.25,308.39,19,0.61
depose,6,95,4.55,742.63,-0.09,238,24,0.73
deposit,7,4355,8.38,631.66,-0.49,156.02,35,1
deposited,9,1247,7.13,716.09,-0.17,222.24,32,0.94
deposition,10,763,6.64,937.44,0.42,439.53,32,1
depositions,11,245,5.5,796.73,0.02,261.67,30,0.94
depositor,9,31,3.43,1021.15,0.62,532.43,27,0.84
depositors,10,245,5.5,885.73,0.5,291.21,26,0.84
depository,10,907,6.81,867.71,0.07,241.36,28,0.88
deposits,8,2010,7.61,734.65,-0.27,265.96,34,1
depot,5,1453,7.28,766.53,-0.18,343.38,30,0.91
depots,6,112,4.72,698.75,-0.04,185.94,24,0.75
depravation,11,48,3.87,840.28,0.4,285.87,25,0.76
deprave,7,20,3,796.64,-0.02,424.9,25,0.78
depraved,8,474,6.16,821,0.24,324.59,25,0.76
depravities,11,8,2.08,865.57,0.52,311.76,21,0.7
depravity,9,306,5.72,844.48,0.12,301.17,25,0.74
deprecate,9,49,3.89,933.24,0.6,254.35,17,0.55
deprecation,11,22,3.09,919.37,0.59,256.14,27,0.87
deprecatory,11,13,2.56,867.06,0.73,379.36,18,0.62
depreciate,10,93,4.53,926.42,0.37,326.18,31,0.91
depreciation,12,681,6.52,883.26,0.43,360.63,27,0.9
depreciatory,12,0,0,1052.21,0.88,546.69,19,0.68
depredations,12,79,4.37,1504.6,1.18,554.68,5,0.2
depress,7,464,6.14,759.31,-0.2,283.77,32,0.97
depressants,11,94,4.54,930.57,0.39,374.83,30,0.94
depressed,9,4194,8.34,573.42,-0.61,137.81,33,1
depresses,9,107,4.67,749.31,-0.22,348.09,32,0.91
depressing,10,1976,7.59,653.31,-0.37,140.29,32,0.97
depressingly,12,79,4.37,908.1,0.4,331.78,30,0.97
depression,10,7691,8.95,680.15,-0.43,216.71,33,0.97
depressions,11,433,6.07,701.97,-0.32,188.42,33,0.97
depressive,10,562,6.33,696.64,-0.26,171.91,33,1
depressors,10,13,2.56,840.3,0.08,292.32,30,0.91
deprivation,11,1095,7,771.47,-0.02,241.37,32,0.91
deprivations,12,66,4.19,955.37,0.45,344.97,30,0.97
deprive,7,1086,6.99,669.76,-0.39,235.68,33,0.97
deprived,8,2050,7.63,711.61,-0.22,233.57,33,0.97
depriving,9,531,6.27,835,0.19,369.43,33,1
depth,5,12604,9.44,625.52,-0.54,145.38,33,0.97
depths,6,2539,7.84,674.84,-0.56,239.74,32,0.97
deputies,8,1056,6.96,785.97,-0.07,300.64,32,0.91
deputize,8,10,2.3,875.39,0.53,230.44,23,0.7
deputized,9,27,3.3,940.95,0.35,370.47,19,0.58
deputy,6,4799,8.48,716.24,-0.19,270.12,33,0.97
deputy's,8,6,1.79,777.61,-0.15,331.71,31,0.91
derail,6,271,5.6,825.74,0.2,201.09,23,0.7
derailment,10,84,4.43,905.44,0.64,272.04,25,0.74
derails,7,17,2.83,991.64,0.33,364.47,14,0.41
derange,7,24,3.18,926.9,0.62,337.6,20,0.63
deranged,8,787,6.67,776.44,0.28,185.72,25,0.81
derangement,11,55,4.01,994.33,0.69,325.69,27,0.84
derby,5,1372,7.22,744.43,-0.16,191.69,23,0.74
derelict,8,179,5.19,898.88,0.15,509.12,17,0.5
dereliction,11,51,3.93,955.8,0.98,472.77,10,0.31
derelicts,9,62,4.13,983.14,0.63,310.28,14,0.45
deride,6,172,5.15,806.41,0.17,307.2,17,0.5
derision,8,383,5.95,847.83,0.45,308.02,6,0.18
derisive,8,148,5,769.93,0.47,294.35,14,0.45
derisively,10,63,4.14,985.18,0.71,351.37,17,0.53
derisory,8,13,2.56,935.5,0.67,94.05,2,0.06
derivation,10,880,6.78,864.67,0.4,326.24,24,0.73
derivations,11,156,5.05,881.39,0.55,411.25,28,0.88
derivative,10,2933,7.98,889.58,0.53,347.89,26,0.84
derive,6,2748,7.92,824.23,0.05,421,31,0.89
derived,7,11303,9.33,651.47,-0.28,137.57,30,0.88
derives,7,1503,7.32,827,0.05,327.2,28,0.85
deriving,8,582,6.37,820.2,0.05,299.27,30,0.91
dermatitis,10,168,5.12,1071.05,0.84,535.04,19,0.66
dermatologist,13,244,5.5,921.26,0.32,367.93,31,0.97
dermatology,11,183,5.21,958.07,0.52,393.94,28,0.9
derogate,8,11,2.4,900,0.46,336.25,12,0.39
derogatory,10,1840,7.52,901.5,0.46,350.48,24,0.77
derriere,8,128,4.85,1103.65,0.84,340.8,17,0.5
dervish,7,2367,7.77,919,0.71,338.07,5,0.16
dervishes,9,100,4.61,1015.8,0.37,573.79,10,0.3
desalinate,10,8,2.08,1018.33,1.34,509.16,9,0.3
desalinize,10,0,0,1372,1.11,456.73,5,0.16
Descartes,9,717,6.58,761.5,0.14,235.37,30,0.91
descend,7,1053,6.96,703.67,-0.36,242.22,33,1
descendant,10,991,6.9,703.88,-0.26,342.95,32,0.97
descendants,11,3300,8.1,801.09,0.13,255.77,32,1
descended,9,1960,7.58,783.56,-0.14,322.31,32,0.97
descendents,11,664,6.5,770.26,-0.08,232.59,34,0.97
descending,10,1209,7.1,742.56,-0.13,183.96,32,0.94
descends,8,413,6.02,746.32,-0.27,297.97,31,0.97
descent,7,6882,8.84,734.58,-0.23,220.68,33,1
describe,8,22980,10.04,616.69,-0.51,106.68,32,0.94
described,9,31649,10.36,655.76,-0.27,151.42,34,1
describes,9,11727,9.37,665.15,-0.36,167.16,33,0.97
describing,10,9623,9.17,732,-0.24,337.02,30,0.97
description,11,48795,10.8,714.5,-0.11,213.08,32,0.97
descriptions,12,9932,9.2,795.65,0,355.49,34,0.97
descriptive,11,2794,7.94,863.44,0.25,196.43,32,0.94
desecrate,9,112,4.72,880.82,0.56,321.41,28,0.9
desecrated,10,103,4.63,1026.11,0.73,409.8,27,0.77
desecration,11,213,5.36,927.75,0.48,373.71,28,0.88
desegregate,11,13,2.56,1151.65,1.15,408.65,26,0.9
desegregated,12,15,2.71,1152.39,1.13,475.72,28,0.88
desegregation,13,55,4.01,1112.38,1.01,431.69,26,0.96
desensitization,15,124,4.82,1092.9,1.07,464.57,29,0.88
desensitize,11,49,3.89,1089.79,1.12,451.02,24,0.8
desensitized,12,94,4.54,1015.07,0.64,353.03,28,0.9
desert,6,17569,9.77,608.65,-0.63,219.97,34,1
deserted,8,1047,6.95,807,-0.12,296.23,31,0.97
deserter,8,47,3.85,848.94,0.18,246.23,17,0.55
desertion,9,107,4.67,837.44,0.31,262.68,25,0.86
deserts,7,846,6.74,771.37,-0.08,316.17,30,0.91
deserve,7,11987,9.39,652.97,-0.43,151.05,32,1
deserved,8,3138,8.05,715.81,-0.29,328.28,31,1
deserves,8,6860,8.83,757.79,-0.16,324.15,33,0.97
deserving,9,1677,7.42,761.94,-0.03,194.69,34,1
desiccate,9,2,0.69,983,0.67,517.3,13,0.39
design,6,110689,11.61,561.03,-0.68,162.91,34,1
designate,9,1127,7.03,819.41,0,202.73,29,0.88
designated,10,4979,8.51,771.83,-0.03,318.7,29,0.91
designates,10,430,6.06,886,0.35,305.64,30,0.97
designating,11,381,5.94,847.47,0.39,301.19,30,0.91
designation,11,2120,7.66,806.83,0.11,353.2,29,0.91
designations,12,536,6.28,853.27,0.45,268.27,30,0.91
designed,8,43004,10.67,627.65,-0.47,168.07,31,0.91
designer,8,9484,9.16,594.49,-0.64,117,35,1
designers,9,6353,8.76,725.59,-0.18,230.52,32,1
designer's,10,249,5.52,740.17,-0.19,238.48,35,1
designing,9,7638,8.94,710.29,-0.28,255.77,34,1
designs,7,12257,9.41,631,-0.56,185.47,31,0.97
desirable,9,10781,9.29,639.77,-0.39,159.46,35,1
desire,6,23188,10.05,657.97,-0.52,233.83,34,1
desired,7,19025,9.85,665.36,-0.55,356.39,33,0.97
desires,7,5894,8.68,751.13,-0.25,401.24,32,0.97
desiring,8,588,6.38,766.59,0.02,295.25,34,1
desirous,8,231,5.44,871.57,0.31,373.06,23,0.7
desist,6,637,6.46,953.64,0.27,592.67,11,0.32
desk,4,13624,9.52,636.52,-0.66,261.23,33,0.97
desks,5,750,6.62,590.38,-0.62,166.05,32,0.97
deskwork,8,0,0,800.23,-0.03,271.38,31,0.91
desolate,8,378,5.93,801.06,0.02,397.12,31,0.91
desolation,10,342,5.83,927.83,0.48,345.36,30,0.94
desolations,11,4,1.39,964.67,0.65,361.03,24,0.8
despair,7,3879,8.26,640.41,-0.47,162.12,29,0.91
despairing,10,105,4.65,873.79,0.29,316.53,33,0.97
despairingly,12,9,2.2,897.11,0.66,298.89,27,0.84
desperado,9,148,5,849.91,0.23,247.74,32,0.94
desperadoes,11,20,3,919.26,0.49,412.91,19,0.63
desperate,9,7423,8.91,740.26,-0.26,296.92,31,1
desperately,11,4796,8.48,813.58,0.18,293.12,33,0.97
desperation,11,1237,7.12,821.27,0.1,368.21,30,0.94
despicable,10,860,6.76,1061.85,0.87,536.29,27,0.82
despise,7,1416,7.26,773.57,-0.03,439.78,28,0.88
despised,8,698,6.55,915.04,0.3,384.47,25,0.83
despises,8,190,5.25,849.46,0.37,386.47,26,0.84
despising,9,77,4.34,884.36,0.37,429.9,28,0.88
despite,7,26140,10.17,602.34,-0.66,213.55,32,0.97
despoil,7,28,3.33,1087.6,0.81,537.75,10,0.29
despoiled,9,29,3.37,1014.1,0.52,491.3,20,0.67
despoilers,10,23,3.14,1051.29,0.94,288.6,14,0.45
despoiling,10,10,2.3,879.18,0.51,311.14,28,0.85
despondency,11,35,3.56,817.61,0.54,234.83,18,0.64
despondent,10,95,4.55,774.58,0.28,301.32,19,0.58
despot,6,248,5.51,879.76,0.43,288.75,17,0.5
despotic,8,693,6.54,890.92,0.83,365.78,13,0.42
despotism,9,267,5.59,895.41,0.76,309.16,22,0.71
despots,7,93,4.53,738.27,0.18,207.88,15,0.48
dessert,7,1385,7.23,625.74,-0.55,210.85,31,1
desserts,8,586,6.37,674.06,-0.52,267.17,34,1
dessertspoon,12,11,2.4,1314.33,1.56,491.36,12,0.38
destination,11,6997,8.85,725.3,-0.27,309.67,33,0.97
destine,7,70,4.25,730.14,-0.27,251.87,14,0.45
destined,8,1975,7.59,879.39,0.07,431.52,31,1
destinies,9,370,5.91,985.4,0.83,306.36,20,0.59
destiny,7,4616,8.44,684.48,-0.41,294.13,33,0.97
destitute,9,255,5.54,904.32,0.31,391.69,28,0.88
destitution,11,62,4.13,861.28,0.3,455.19,25,0.76
destroy,7,17424,9.77,644.72,-0.49,265.45,32,0.97
destroyed,9,14618,9.59,641.35,-0.51,211.87,34,1
destroyer,9,2135,7.67,773.26,-0.14,376.2,34,1
destroyers,10,933,6.84,717.59,-0.15,226.36,32,0.97
destroying,10,5369,8.59,611.13,-0.51,166.81,31,0.97
destruct,8,608,6.41,735.38,-0.22,259.51,29,0.91
destruction,11,12688,9.45,718.15,-0.18,191.48,34,1
destructive,11,4735,8.46,703.28,-0.28,232.96,32,1
desynchronizing,15,0,0,1293.05,1.72,374.96,19,0.68
detach,6,585,6.37,720.52,-0.27,268.58,29,0.88
detachable,10,487,6.19,846.12,0.25,295.62,33,0.97
detached,8,1195,7.09,678.26,-0.34,211.04,34,0.97
detachment,10,968,6.88,660.65,-0.32,160.58,31,0.94
detail,6,21053,9.95,627.85,-0.57,205.47,34,1
detailed,8,21090,9.96,633.94,-0.49,187.48,33,0.97
details,7,68640,11.14,644.79,-0.57,257.08,33,1
detain,6,304,5.72,745.06,-0.17,228.19,31,0.94
detained,8,2006,7.6,763.66,-0.2,252.16,29,0.94
detect,6,9142,9.12,690.26,-0.54,212.81,31,0.94
detectable,10,809,6.7,841.37,0.03,364.12,30,0.91
detected,8,5250,8.57,754.97,-0.24,342.54,32,0.97
detecting,9,2064,7.63,702.42,-0.31,225.32,33,0.97
detection,9,5901,8.68,749.25,-0.17,231.52,28,0.9
detective,9,4312,8.37,716.5,-0.38,335.74,34,1
detectives,10,549,6.31,815.71,0.09,382,34,0.97
detective's,11,37,3.61,711.29,-0.15,265.47,35,1
detector,8,3034,8.02,695.5,-0.27,208.23,32,0.97
detectors,9,1474,7.3,704.48,-0.21,217.25,31,0.94
detente,7,86,4.45,862.6,0.44,383.88,10,0.33
detention,9,1965,7.58,771.79,-0.25,334.04,29,0.97
deter,5,1271,7.15,798.19,0.07,360.98,21,0.66
detergency,10,0,0,942.67,0.61,325.69,18,0.6
detergent,9,791,6.67,714.66,-0.27,189.89,32,0.97
detergents,10,238,5.47,840,-0.06,400.17,34,1
deteriorate,11,563,6.33,828.07,0.21,238.42,30,0.91
deteriorated,12,518,6.25,791.12,0.14,311.9,33,0.97
deteriorates,12,156,5.05,941.61,0.74,246.08,23,0.74
deteriorating,13,448,6.1,917.04,0.63,309.18,27,0.82
deterioration,13,1130,7.03,939.74,0.52,395.54,27,0.87
determinability,15,1,0,961.46,0.63,368.96,26,0.96
determinable,12,38,3.64,850.28,0.21,351.88,29,0.91
determinant,11,432,6.07,837.5,0.21,322.04,32,1
determinants,12,250,5.52,922.81,0.33,351.88,26,0.81
determinate,11,105,4.65,906.27,0.18,383.03,30,0.94
determination,13,5012,8.52,682.03,-0.25,208.05,34,1
determinations,14,407,6.01,913.7,0.5,305.29,33,1
determinative,13,42,3.74,1088.57,0.99,339.3,23,0.85
determine,9,25579,10.15,686.36,-0.29,217.45,33,1
determined,10,16292,9.7,752.15,-0.16,244.64,33,0.94
determinedly,12,60,4.09,969.95,0.82,356.97,21,0.81
determines,10,3697,8.22,713.59,-0.08,225.13,34,1
determining,11,5074,8.53,883.68,0.18,455.69,31,0.91
determinism,11,724,6.58,904.07,0.29,474.23,27,0.87
deterministic,13,948,6.85,1065.53,1.08,274.17,17,0.68
deterrence,10,373,5.92,1012.46,0.69,350.04,24,0.73
deterrent,9,864,6.76,743.7,-0.07,186.82,27,0.79
detest,6,473,6.16,692.03,-0.29,169.52,30,0.88
detestable,10,136,4.91,973.52,0.34,357.62,29,0.94
detestation,11,24,3.18,888,0.75,264.84,20,0.77
detested,8,105,4.65,728.29,-0.15,172.16,31,0.91
dethrone,8,154,5.04,1021.14,0.48,516.66,14,0.47
dethronement,12,1,0,1141.18,1.45,463.65,11,0.33
detonate,8,2243,7.72,892.35,0.41,345.18,20,0.61
detonated,9,330,5.8,934.97,0.5,338.64,29,0.85
detonating,10,110,4.7,1022.92,0.83,264.51,26,0.79
detonation,10,523,6.26,883,0.57,254.75,25,0.81
detonator,9,292,5.68,857.22,0.18,338.44,23,0.72
detour,6,373,5.92,742.04,-0.11,293.22,26,0.81
detoured,8,56,4.03,874.21,0.13,296.83,29,0.88
detours,7,84,4.43,686.35,-0.15,169.66,31,0.91
detract,7,717,6.58,774.76,0,268.98,29,0.88
detraction,10,72,4.28,779.58,0.22,218.59,24,0.77
detractor,9,43,3.76,899.88,0.37,383.85,24,0.75
detractors,10,588,6.38,988.46,0.63,452.97,28,0.88
detrain,7,8,2.08,927.08,0.66,297.92,13,0.42
detribalization,15,0,0,1330.42,1.35,238.51,12,0.46
detriment,9,734,6.6,846.36,0.38,304.92,22,0.69
detrimental,11,1308,7.18,875.81,0.42,225.46,26,0.87
Detroit,7,8041,8.99,695.88,-0.37,264.1,32,0.94
Detroit's,9,69,4.23,727.1,-0.25,251.27,31,0.94
deuce,5,349,5.86,701.56,-0.26,183.63,32,0.89
Deuteronomy,11,627,6.44,947.24,0.55,444.7,21,0.75
Deutschmark,11,37,3.61,924.38,0.66,261.23,13,0.42
devaluate,9,18,2.89,967.31,0.56,410.53,16,0.59
devalue,7,271,5.6,890.1,0.42,341.18,20,0.65
devastate,9,227,5.42,806.45,0.16,283.83,31,0.94
devastated,10,800,6.68,841.03,0.05,361.14,29,0.85
devastating,11,2123,7.66,775.53,0.04,221.49,32,0.97
devastatingly,13,85,4.44,992.78,0.75,359.4,27,0.9
devastation,11,524,6.26,769.52,-0.04,329.71,33,0.97
develop,7,35652,10.48,591.22,-0.69,210.87,32,0.94
developed,9,39015,10.57,633.73,-0.54,232.48,33,0.97
developer,9,19163,9.86,641.38,-0.57,200.29,29,0.94
developers,10,19543,9.88,781.94,-0.12,285.73,35,0.97
developing,10,27023,10.2,611.7,-0.58,163.95,33,1
development,11,130333,11.78,699.91,-0.4,224.33,34,1
developmental,13,1626,7.39,913.35,0.26,336.85,31,1
developments,12,6696,8.81,735.91,-0.19,303.68,32,1
develops,8,3953,8.28,623.69,-0.49,102.58,35,1
deviance,8,109,4.69,706.78,-0.21,209.5,32,0.94
deviancy,8,70,4.25,825.92,0.18,310.08,26,0.81
deviant,7,618,6.43,721.19,-0.28,234.48,31,0.94
deviants,8,205,5.32,776.24,0,246.96,33,0.94
deviate,7,595,6.39,729,-0.15,256.86,33,0.97
deviated,8,208,5.34,731.76,-0.09,226.29,29,0.85
deviating,9,146,4.98,940.12,0.22,507.13,26,0.87
deviation,9,1762,7.47,830.88,0.12,320.79,32,0.97
deviations,10,740,6.61,832.53,0.2,261.3,32,0.94
device,6,49124,10.8,608.09,-0.59,137.26,32,1
devices,7,25181,10.13,599.52,-0.55,166.14,33,0.97
devil,5,8234,9.02,635.24,-0.69,229.25,33,1
devilish,8,250,5.52,693.1,-0.3,227.11,31,0.94
devilment,9,4,1.39,1019.94,0.71,452.13,16,0.5
devilry,7,6,1.79,898.27,0.44,422.5,15,0.44
devils,6,4444,8.4,610.97,-0.62,193.13,33,0.97
devil's,7,1934,7.57,639.79,-0.41,205.56,33,0.97
devious,7,901,6.8,705.45,-0.24,304.46,29,0.91
devise,6,1122,7.02,683.62,-0.42,203.36,34,0.97
devised,7,1471,7.29,705.81,-0.18,203.28,32,0.97
devisee,7,3,1.1,1034.71,0.8,350.22,7,0.21
devising,8,365,5.9,802.76,-0.06,381.75,29,0.94
devitalize,10,8,2.08,879.13,0.63,247.83,24,0.73
devoid,6,1266,7.14,817.08,-0.12,482.34,26,0.79
devolution,10,568,6.34,757.58,-0.08,447.78,24,0.71
devote,6,1752,7.47,644.65,-0.55,238.29,31,0.97
devoted,7,9552,9.16,601.12,-0.47,130.73,34,1
devotedly,9,24,3.18,753.11,-0.09,276.47,27,0.82
devotee,7,682,6.53,820.29,0.03,315.64,24,0.73
devotees,8,926,6.83,858.58,0.27,342.35,26,0.76
devoting,8,316,5.76,697.03,-0.31,233.6,35,1
devotion,8,2010,7.61,767.42,-0.21,285.86,33,0.97
devotional,10,838,6.73,862.37,0.27,417.93,27,0.82
devotions,9,87,4.47,724.91,-0.36,260.16,33,0.94
devour,6,370,5.91,808.9,-0.06,349.11,29,0.94
devoured,8,370,5.91,741.22,-0.05,205.86,27,0.87
devout,6,809,6.7,739.28,-0.12,253.23,25,0.74
devoutly,8,107,4.67,788.67,0.14,255.75,27,0.79
dew,3,1331,7.19,699.33,-0.35,244.95,33,0.97
dewdrop,7,23,3.14,781.36,0.04,242.03,28,0.85
dewdrops,8,14,2.64,758.96,0.15,187.29,27,0.82
Dewey,5,921,6.83,893.52,0.28,326.2,31,0.91
